date,close,volume
2020-06-23,107.664299938827,6893245
2020-06-24,108.05398035388065,9492202
2020-06-25,106.07942756683924,7456935
2020-06-26,105.62065066144565,3651433
2020-06-27,105.076378167059,6765251
2020-06-28,106.75601621711216,4644515
2020-06-29,105.13984898254904,4209746
2020-06-30,104.63795720627432,9821519
2020-07-01,104.82168619624427,8049936
2020-07-02,104.57179783575737,2702040
2020-07-03,106.30373633211451,8256151
2020-07-04,107.09788942213783,1451103
2020-07-05,107.75721052142337,1016928
2020-07-06,106.73438459624279,5907978
2020-07-07,105.6956428809568,8332312
2020-07-08,107.25240591724146,7162499
2020-07-09,107.54666258060296,1652095
2020-07-10,106.08038926034206,9701780
2020-07-11,108.33251078950671,4370306
2020-07-12,108.41829719606245,3193234
2020-07-13,107.83324975953018,2192912
2020-07-14,107.47165390309375,5482673
2020-07-15,108.3746272293089,9583220
2020-07-16,108.9238187962598,8562227
2020-07-17,110.124271148759,3846232
2020-07-18,110.11352685898186,4414239
